image_id,caption
476215,A man standing behind two brown horses on a dirt field.
476215,A man holding horse reins connected to 2 horses on a dirt field.
476215,A man is using two horses to plow his land.
574520,this is a man riding a board on waves
574520,A guy is showing his prowess while surfing the waves.
574520,A man riding a wave on top of a yellow board.
574520,A man surfing on his surfboard through the waves of the ocean.
181303,A little boy standing on a field with a kite over his head.
181303,Small boy holding a kite over his head waiting.
427077,A man stands poised with a baseball bat.
427077,A man holding a baseball bat over home plate.
541773,A young man pouring glasses of wine in a kitchen
541773,A man standing in front of a wooden table covered in glasses of wine.
541773,"The man is pouring a glass of wine, and there are several others on the table."
476258,A man with a helmet on riding on an electrical skateboard. 
476258,A skateboarder demonstrates on his skateboard that has a large wheel in the back.
476258,A man on a long exposure picture riding an electric skateboard.
246883,Two men holding their surfboards near an ocean. 
246883,two male surfers carrying their surfboards at the beach
246883,A man standing on top of a beach holding a surfboard.
74860,A man sitting on the ground with a snowboard on his feet.
74860,A man sitting in the snow with his snowboard on. 
451714,A man standing in snow gear on skis while on a snowy hill.
451714,A man riding skis on top of  a snow covered hill.
451714,A man poses while skiing on a mountain at a snow resort. 
558213,A man in black shirt doing a trick on a skateboard.
558213,a male skateboarder in a black shirt some dirt 
558213,A man standing on a skateboard near a ramp. 
558213,a man that is on a skateboard in the dirt
50326,A man holding a kite on a beach during the day.
50326,A man on a beach trying to launch a kite. 
50326,a man stands on a beach next to some water 
50326,A man standing at the edge of a beach holding up his hand.
50326,A man that is standing in the sand.
427160,A group of boys are running around playing little league.
427160,a bunch of little boys running around on a baseball field
427160,A boy in a blue baseball uniform running to tag out a boy in a red uniform.
427160,This is a picture of a boy getting ready to make a play.
337055,a woman with a tattoo is sitting on the train tracks
337055,A woman wearing a skirt shows off her tatttoos
337055,There is a woman sitting on the railroad tracks.
337055,A woman is sitting with a suitcase on some train tracks.
9378,Adult man displaying abilities using flying yellow disc.
9378,A man is doing a trick with a frisbee.
9378,A man holding onto a yellow frisbee while having long hair.
9378,A man spins a frisbee as the audience looks on.
345252,A boy waring headphones is playing a game on his computer.
345252,a male in a brown shirt is typing on a keyboard 
345252,A young man sitting at a computer desk in front of a computer.
345252,The boy is enjoying playing the game on the computer.
345252,a young man sitting in front of a computer screen and laptop wearing headphones
312489,A woman standing on top of a sandy beach with a surfboard.
312489,A man holds a parasail on the beach as another man watches.
312489,Two men at the beach one of which is holding a surfboard and a para sail.
58539,A man wearing a suit and tie and red hat with a silver buckle.
58539,A man wearing a blue blazer is also wearing a red hat.
58539,A man wearing a red hat and a suit and tie.
58539,A man with a red hat is in the city.
58539,"A man in a red hat, suit, and blue striped tie walks past two other men on a street."
181421,Three people are in a small boat in a lake and one woman holds a red and yellow umbrella.
246963,A group of men riding on the back of motorcycles.
459954,A woman peaking around a pile of old refrigerators.
459954,A woman peering around stacks of old mini-fridges. 
459954,Many old appliances in trash head with woman in center.
459954,A woman is standing in a room filled with used appliances.
148662,Man with a hot dog in a paper rapper in his hand.
148662,A man is eating a loaded hot dog with people around him in a line.
148662,A person that is eating some food in his hands.
148662,A young bearded man holding a partially eaten hot dog.
148662,a man with a beard is holding a hot dog with pickles and mustard
402615,A woman holding a tennis racquet on a tennis court.
402615,A wide view of two women playing tennis on an orange tennis court.
320696,"A man on a surfboard, who is riding a wave."
320696,A man riding a wave on top of a surfboard in the ocean.
320696,"a young man on a surfboard, surfing a wave"
320696,A guy in a wet suite riding a surfboard on a wave.
115898,A man in black wetsuit on white surfboard riding wave.
115898,A man surfing rocking waves in the water.
115898,A man is on his surfboard in the water. 
115898,A man riding a surfboard in the water.
246968,A young woman standing in the kitchen pours from a large measuring cup.
246968,A woman standing at a kitchen counter pouring something from a measuring cup.
246968,A woman who is cooking in the kitchen.
246968,A woman standing in a  kitchen preparing food.
246968,A woman standing in a kitchen making food.
50380,A  man guiding a pony with a boy riding on it.
50380,a may leading a a boy on a pony with a rope
50380,A young boy and an elderly man taking a pony out for a walk.
50380,A man guides a pony with a young boy on it's back.
50380,"A man holding a horse, so a little boy can take a ride. "
66771,A woman holding a smart phone at a table.
66771,Two people sitting at a table with beverages on it and the woman holding her phone.
66771,A man and woman at a table with several drinks.
66771,A man and women sitting at a booth photographing tea.
279774,Two young boys playing t-ball at ball park
83172,A woman holding a racquet on top of a tennis court.
83172,A woman tennis player serving a tennis ball.
