image_id,caption,new_caption
500565,A baby with a toothbrush in his mouth while being held by a woman,a baby with a toothbrush in his mouth while being held by a woman
574297,A man in a helmet is riding a horse across a dirt road,a woman in a helmet is riding a horse across a dirt road
574297,a man sits on top of a horse ,a woman sits on top of a horse 
574297,A man that is riding a horse on a dirt road. ,a woman that is riding a horse on a dirt road. 
574297,A man dressed as a jockey riding a horse along a path.,a woman dressed as a jockey riding a horse along a path.
525155,A man in black carrying a sheep on his shoulders.,a woman in black carrying a sheep on her shoulders.
525155,The man with the black sweatshirt carries a wooly sheep.,the woman with the black sweatshirt carries a wooly sheep.
525155,A man walking with a goat on his shoulders,a woman walking with a goat on woman shoulders
525155,A man carrying a sheep on his shoulders. ,a woman carrying a sheep on woman shoulders. 
33638,A man preparing food on a large old oven.,a woman preparing food on a large old oven.
872,Two men playing baseball in a field on a sunny day.,two women playing baseball in a field on a sunny day.
872,A couple of men play baseball and the batter runs for base.,a couple of women play baseball and the batter runs for base.
451435,A man with a tennis racket and ball is on a tennis court.,a woman with a tennis racket and ball is on a tennis court.
451435,A man holding a tennis racket playing on a tennis court.,a woman holding a tennis racket playing on a tennis court.
451435,A man holding a tennis racquet on a tennis court.,a woman holding a tennis racquet on a tennis court.
99182,A man looking through a book on top of a table.,a woman looking through a book on top of a table.
99182,A man sitting on a bed looking at a book ,a woman sitting on a bed looking at a book 
99182,a man is flipping through a book on a bed,a woman is flipping through a book on a bed
99182,A man sitting on a bed flipping through pages of a book. ,a woman sitting on a bed flipping through pages of a book. 
99182,A man in a black jacket is flipping through a large book.,a woman in a black jacket is flipping through a large book.
885,a male tennis player in white shorts is playing tennis,a woman tennis player in white shorts is playing tennis
885,A man holding a tennis racket playing tennis.,a woman holding a tennis racket playing tennis.
885,The man balances on one leg after serving a tennis ball.,the woman balances on one leg after serving a tennis ball.
410496,A man plays tennis during a competition while a crowd looks on. ,a woman plays tennis during a competition while a crowd looks on. 
410496,A man on a court swinging a tennis racket.,a woman on a court swinging a tennis racket.
410496,A tennis player posed to swing his racket.,a tennis player posed to swing woman racket.
410496,A man playing tennis getting ready to take a swing,a woman playing tennis getting ready to take a swing
467848,A man standing behind a truck with a red trailer sitting in front of a building.,a woman standing behind a truck with a red trailer sitting in front of a building.
410510,A boy playing tennis on a blue and green tennis court. ,a woman playing tennis on a blue and green tennis court. 
410510,a young boy playing tennis on a court,a young woman playing tennis on a court
410510,A young man playing tennis as seen from above.,a young woman playing tennis as seen from above.
410510,A young boy on a tennis court prepares to hit a tennis ball with his racquet.,a young woman on a tennis court prepares to hit a tennis ball with her racquet.
353180,Over ten men pushing a charter bus with a woman watching.,over ten men pushing a charter bus with a woman watching.
263068,A man in dark clothing is on a cement step doing a trick with his skateboard.,a woman in dark clothing is on a cement step doing a trick with her skateboard.
263068,A young man riding a skateboard on top of a cement block.,a young woman riding a skateboard on top of a cement block.
263068,A boy on a skateboard at a skate park at night.,a woman on a skateboard at a skate park at night.
263068,Boy making high jumps with his skate board,woman making high jumps with woman skate board
99242,An older man is skiing down a snowy mountain.,an older woman is skiing down a snowy mountain.
99242,An older man downhill skiing down a slope.,an older woman downhill skiing down a slope.
99242,A man skiing down a snowy hill alone.,a woman skiing down a snowy hill alone.
99242,a man wearing ski equipment on a snowy slope ,a woman wearing ski equipment on a snowy slope 
173008,A man in a tropical print shirt with glasses and long hair is eating a banana.,a woman in a tropical print shirt with glasses and long hair is eating a banana.
173008,A man wearing a Hawaiian shirt eats a banana instead of pastries.,a woman wearing a hawaiian shirt eats a banana instead of pastries.
173008,A man eating a banana at a kitchen counter.,a woman eating a banana at a kitchen counter.
476119,a man skating on the road very fast,a woman skating on the road very fast
476119,A man riding a skateboard down a street in front of a red car.,a woman riding a skateboard down a street in front of a red car.
476119,A man with a helmet on riding a skateboard in the street. ,a woman with a helmet on riding a skateboard in the street. 
394206,The men and women was sitting in the back of the truck,the men and women was sitting in the back of the truck
394206,A group of young men wearing sunglasses are crowded into the back of a truck.,a group of young women wearing sunglasses are crowded into the back of a truck.
394206,A large group of men traveling on the back of a truck.,a large group of women traveling on the back of a truck.
33759,A boy swinging a baseball bat at a game.,a woman swinging a baseball bat at a game.
33759,A young boy swinging a baseball bat at a baseball.,a young woman swinging a baseball bat at a baseball.
33759,a boy swinging his baseball bat at a baseball,a woman swinging woman baseball bat at a baseball
50145,A shirtless man walking a bike down a rural street.,a shirtless woman walking a bike down a rural street.
50145,A shirtless man walking down city street with a bike,a shirtless woman walking down city street with a bike
