image_id,id,caption,female_indicator,male_indicator
205105,390887,Tennis player preparing to hit ball on standard court.,0,0
205105,392159,A man throws a tennis ball and poses his racquet. ,0,1
205105,395084,A man who is about to hit  tennis ball with a racket.,0,1
205105,395273,a tennis player is serving the ball to his opponent,0,0
565563,297587,Many cars are parked along the sidewalk of a narrow street.,0,0
565563,298253,A narrow sidewalk with cars parked on both sides of the street.,0,0
565563,298451,There is a white street sign that has the number 20 on it and says zone,0,0
565563,300932,a sidewalk and cars parked on the street,0,0
565563,302207,A speed limit sign sits on a sidewalk of a residential block.,0,0
278848,574281,A group of people standing outside of a bus.,0,0
278848,583164,People are standing in the rain alongside a bus.,0,0
278848,583233,a black and white picture of people walking in the rain under an umbrella,0,0
278848,584988,People are waiting for the bus with umbrellas. ,0,0
278848,588300,A bunch of people standing together with some umbrellas.,0,0
368961,69105,Two mini elephants walking  toward people on a plank ,0,0
368961,72345,Two elephants standing behind a rope in an enclosure,0,0
368961,72552,A couple of elephants standing next to each other.,0,0
368961,74943,Two large elephants waiting to enter their shelter.,0,0
368961,77586,Two elephants with a rubber ball are kept in the area with a little chain.,0,0
352582,91181,A man in a suit tossing a frisbee,0,1
352582,93725,A young man participates in a Frisbee game.,0,1
352582,100970,Two men one getting ready to throw a freebie. ,0,1
352582,105548,A man throwing a white frisbee in a tree covered park.,0,1
352582,112940,This is an image of a man trowing a frisbee.,0,1
57672,353043,The group paddles the boat down on the water.,0,0
57672,353568,The boat is full of many rowers as one person stands steering.,0,0
57672,354417, a river.A group of people with life jacket rowing a long boat in,0,0
57672,359508,A group of men in red vests rowing a dragon boat.,0,1
57672,361134,A long canoe paddled along by a large group of people. ,0,0
74058,440726,A sidewalk next to the outdoor sitting area of a restaurant.,0,0
74058,442190,A fish eye shot of people sitting outside at a cafe.,0,0
74058,443036,Black and white photo bicycle with sidewalk and umbrellas,0,0
74058,445799,Bicycles and vehicles are parked where people are gathered.,0,0
74058,452846,A bunch of bikes that are sitting on the sidewalk.,0,0
123213,758814,a baseball player on a field with a bat ,0,0
123213,760059,Two teams are playing baseball with the umpire touching the catcher.,0,0
123213,760584,"The batter, catcher and umpire during a baseball game",0,0
123213,762693,batter receiving a pitch at a baseball game,0,0
123213,766818,Two athletes are competing on a playing field.,0,0
33104,22194,A group of people standing around each other in skis.,0,0
33104,25878,three snow skiers and two are shaking hands,0,0
33104,26721,Two skiers giving each other a high five.,0,0
33104,29775,People with ski and snowboard equipment shaking hands.,0,0
33104,33234,A group of skiers greeting each other on the slope.,0,0
336209,164686,A man riding a skateboard up a wooden ramp.,0,1
336209,166753,Skate boarder doing stunts in front of graffiti covered building,0,0
336209,167560,A man rides to the top of a skateboard ramp.,0,1
336209,167800,A boy skateboards on a home made ramp.,0,1
336209,168598,A person that is doing a trick on a skateboard.,0,0
180560,201945,Two women in a room with one of them holding a cake.,1,0
180560,222930,A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.,1,0
180560,224043,One woman carrying a cake with candles and another woman in the background.,1,0
180560,244632,"2 women, one holding a cake, the other holding up her index finger",0,0
180560,260109,a person holding a small cake with candles,0,0
483667,558127,a man wearing a top hat and a red tie ,0,1
483667,560536,A very sharp dressed man with a black top hat.,0,1
483667,561004,A man with black hair and a top hat,0,1
483667,561376,A man with a top hat and a red tie.,0,1
483667,563401,A man wearing a top hate with a red tie and black shirt.,0,1
8532,780861,A man that has glasses and a hat.,0,1
8532,781575,Stylish man looking into camera with blurred background ,0,1
8532,781947,A man wearing a cat and sunglasses with a red neck tie.,0,1
8532,784047,a man in a blue shirt and red tie,0,1
8532,787002,"A man with a plaid hat, tie, dress shirt and glasses on.",0,1
270677,261298,A young man standing in front of a fence holding a skateboard.,0,1
270677,263989,"A young man holding his skateboard, is posing for the camera. ",0,1
270677,264694,This is a picture of a boy with his skateboard.,0,1
270677,268624,Young man holding skateboard in front of fence.,0,1
270677,274534,A boy posing for a picture with his skateboard.,0,1
262487,274813,The man is trying to hit the baseball during the game. ,0,1
262487,276592,A player is up to bat in a baseball game.,0,0
262487,280126,People playing baseball while the pitcher is ready to pitch,0,0
262487,283609,"A hitter, catcher, and umpire near home plate during a baseball game.",0,0
262487,829449,A group of men on a field playing baseball.,0,1
491867,643096,A young bald man dressed sharply smiles happily,0,1
491867,644386,This man has a paper flower and a green tie,0,1
491867,652105,Man with green tie with white polka dots stands at outdoor event.,0,0
491867,653326,A man wearing glasses and a green tie,0,1
491867,658327,a man that has a green tie and white shirt,0,1
475484,100085,There is a bright yellow parking meter on a red sidewalk,0,0
475484,102167,Something that looks like a parking meter painted yellow on a sidewalk.,0,0
475484,102692,A parking meter is decorated with a house.,0,0
475484,110687,A yellow parking meter on the side of the street.,0,0
475484,112466,A photograph of a highly decorated parking meter.,0,0
393569,14206,A young woman using a laptop computer while sitting on a bunk bed.,1,0
393569,16408,A person that is sitting in a bed facing out.,0,0
393569,17275,A young girl sits in the bottom bunk of her bunkbed.,1,0
393569,19009,A bedroom with bunk beds and the bathroom next door.,0,0
393569,19942,Three people live in one room who share a bathroom.,0,0
549220,565434,A dog on a leash trying to ride a skateboard.,0,0
549220,566859,A small dog standing on top of a skateboard.,0,0
549220,568665,A very cute dog standing on a skate board.,0,0
549220,569526,a dog that is sitting on a skate board,0,0
549220,569886,a close up of a dog riding a skate board ,0,0
336232,428623,A city street filled with lots of traffic and people.,0,0
336232,432034,"A busy street with cars, a motorcycle and a passenger bus",0,0
336232,433171,"A street with a motorcycle, bus and cars travelling on it. ",0,0
336232,438952,Vehicles are traveling at both ends of the intersection with no traffic control.,0,0
336232,442078,"A bus, cars and a motorcycle driving in busy traffic on the street.",0,0
74092,640101,A woman hitting a tennis ball with a racquet.,1,0
74092,641517,A female tennis player jumping to hit a ball.,1,0
74092,643422,A woman jumping with a tennis racket in her hand.,1,0
74092,644118,a woman tries to hit a tennis ball in the air ,1,0
74092,644856,A person jumping in the air with a tennis racket in their hand.,0,0
467315,625726,A vase full of white flowers sitting on a wooden table.,0,0
467315,627046,The table has a flower arrangement in an ornate vase. ,0,0
467315,630928,a glass vase with some flowers inside of it ,0,0
467315,632443,A bouquet of flowers on a marble table in the lobby of a business location with an escalator in the background.,0,0
467315,637198,A vase sitting on top of a table with flowers in it.,0,0
131444,573335,A man wearing a hat and a gray jacket.,0,1
131444,578426,A man with a suit and tie and a fedora on.,0,1
131444,578882,A man wears a suit with a blue shirt and a multicolored tie.,0,1
131444,579761,A man in a suit and tie wearing a hat.,0,1
131444,584027,a man that is in a suite and a tie,0,1
434548,365564,A man is playing baseball in the field.,0,1
434548,366440,A baseball player is about to throw his best pitch. ,0,0
434548,368336,A man in grey baseball uniform throwing a ball.,0,1
434548,368567,A baseball player warming up on the field.,0,0
434548,369896,a baseball player throwing a pitch from the mound,0,0
532855,501952,A man grinding his skateboard on a rail.,0,1
532855,502414,A man riding a skateboard on the side of a  metal rail.,0,1
532855,502771,A man on a skateboard grinding on a pole,0,1
532855,504472,A young man doing an axle grind on a piece of pipe in a park.,0,1
532855,549712,A boy on a skateboard rail on a skateboard ,0,1
442746,212886,A girl is playing in a grassy area.,1,0
442746,215151,a woman on some grass is throwing a green frisbee,1,0
442746,219669,A young woman is preparing to throw a green Frisbee.,1,0
442746,224331,A woman standing on a lush green park holding a green frisbee.,1,0
442746,225021,A girl on the ground ready to throw her frisby.,1,0
541055,597210,A group of people on the ski slope in their skis. ,0,0
541055,603555,A group of young people standing on top of a snow covered slope.,0,0
541055,603885,A group of people on skis at a peak of a mountain.,0,0
541055,604434,The skiers are happy to pose for the picture.,0,0
541055,608832,a group of people riding skis on a snowy surface,0,0
426376,539653,A man riding a snowboard down the side of a snow covered slope.,0,1
